measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources,
% of likely need met by publicly funded centers,24,WI,Wisconsin,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>",
% of likely need met by publicly funded centers,26,WY,Wyoming,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>",
% of women aged 18-49 using contraceptives,71.5,AL,Alabama,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,76.5,AK,Alaska,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,64.2,AZ,Arizona,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,AR,Arkansas,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,72,CA,California,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,CO,Colorado,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,68.8,CT,Connecticut,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,62.5,DE,Delaware,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,65.5,DC,District of Columbia,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,67.9,FL,Florida,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,64.8,GA,Georgia,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,61.8,HI,Hawaii,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,73.8,ID,Idaho,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,IL,Illinois,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,72,IN,Indiana,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,74.7,IA,Iowa,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,72.4,KS,Kansas,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,KY,Kentucky,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,70.9,LA,Louisiana,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,78,ME,Maine,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,72.1,MD,Maryland,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,72.1,MA,Massachusetts,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,MI,Michigan,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,70.1,MN,Minnesota,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,65.5,MS,Mississippi,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,69.1,MO,Missouri,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,MT,Montana,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,67.9,NE,Nebraska,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,68.4,NV,Nevada,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,NH,New Hampshire,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,67.5,NJ,New Jersey,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,73.9,NM,New Mexico,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,68.3,NY,New York,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,73.8,NC,North Carolina,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,ND,North Dakota,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,65.7,OH,Ohio,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,70,OK,Oklahoma,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,77.7,OR,Oregon,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,76.1,PA,Pennsylvania,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,RI,Rhode Island,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,72.2,SC,South Carolina,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,72.4,SD,South Dakota,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,TN,Tennessee,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,63.1,TX,Texas,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,74.9,UT,Utah,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,VT,Vermont,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,71.3,VA,Virginia,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,n/a,WA,Washington,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,70.2,WV,West Virginia,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,67.1,WI,Wisconsin,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
% of women aged 18-49 using contraceptives,75.4,WY,Wyoming,2017,n/a,"Data are available for the 38 states, plus the District of Columbia, that asked key questions regarding women's reproductive health as part of the Behavioral Risk Factor Surveillance System in 2017. Data are also available for Puerto Rico in the full report","State-Level Estimates of Contraceptive Use in the United States, Douglas-Hall A, Kost K and Kavanaugh ML <https://www.guttmacher.org/report/state-level-estimates-contraceptive-use-us-2017>",
Change in the no. of abortion clinics,0,AL,Alabama,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,1,AK,Alaska,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-1,AZ,Arizona,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,0,AR,Arkansas,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,9,CA,California,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-3,CO,Colorado,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,1,CT,Connecticut,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,1,DE,Delaware,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-1,DC,District of Columbia,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-6,FL,Florida,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-2,GA,Georgia,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,0,HI,Hawaii,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,0,ID,Idaho,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,1,IL,Illinois,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-3,IN,Indiana,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-4,IA,Iowa,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,0,KS,Kansas,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-1,KY,Kentucky,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
Change in the no. of abortion clinics,-1,LA,Louisiana,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
